PYTHON EXE: D:\Uni shit\Thesis\Code_New\.venv\Scripts\python.exe
torch: 2.9.1+cu126
torch cuda build: 12.6
cuda available: True
=== Training hierarchical RL tutor ===
- Number of topics: 8
- Tutee enabled:   True
         1211811 function calls (1195335 primitive calls) in 2.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      284    0.000    0.000    0.001    0.000 __init__.py:356(<genexpr>)
       56    0.000    0.000    0.012    0.000 __init__.py:524(inner)
      101    0.000    0.000    0.019    0.000 dataclasses.py:598(_frozen_get_del_attr)
     1562    0.000    0.000    0.001    0.000 typing.py:1031(__eq__)
      660    0.000    0.000    0.001    0.000 inspect.py:1867(_signature_get_user_defined_method)
      113    0.000    0.000    0.001    0.000 fake_impl.py:88(construct_meta_kernel)
     1496    0.000    0.000    0.001    0.000 sre_parse.py:161(__len__)
       84    0.000    0.000    0.002    0.000 sre_compile.py:560(_compile_info)
      288    0.000    0.000    0.021    0.000 dataclasses.py:623(_cmp_fn)
      127    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
       26    0.000    0.000    0.000    0.000 _sources.py:88(__init__)
     1868    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      289    0.000    0.000    0.176    0.001 dataclasses.py:1174(wrap)
      685    0.000    0.000    0.000    0.000 _ops.py:1259(<listcomp>)
       29    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
     1635    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      949    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      135    0.000    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
      933    0.000    0.000    0.000    0.000 sre_parse.py:287(tell)
     1019    0.000    0.000    0.001    0.000 ntpath.py:35(_get_bothseps)
       57    0.000    0.000    0.001    0.000 __init__.py:2145(<genexpr>)
      736    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
     1692    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      228    0.000    0.000    0.001    0.000 inspect.py:1985(_signature_is_builtin)
        2    0.000    0.000    0.038    0.019 _pytree.py:1(<module>)
      639    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
      164    0.000    0.000    0.001    0.000 __init__.py:1315(getLogger)
      992    0.000    0.000    0.000    0.000 dataclasses.py:645(_is_classvar)
        1    0.000    0.000    0.002    0.002 _torch_docs.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _backport_slots.py:47(_add_slots)
      570    0.000    0.000    0.056    0.000 __init__.py:214(register)
        8    0.000    0.000    0.000    0.000 win32.py:108(_winapi_test)
      150    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      737    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
      251    0.000    0.000    0.000    0.000 sre_compile.py:265(_compile_charset)
       37    0.000    0.000    0.010    0.000 __init__.py:1109(inner)
       84    0.000    0.000    0.018    0.000 sre_parse.py:944(parse)
       92    0.000    0.000    0.022    0.000 __init__.py:339(<listcomp>)
      289    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
      902    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.008    0.008 fake_impls.py:1(<module>)
      811    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
       60    0.000    0.000    0.007    0.000 typing.py:2247(_make_nmtuple)
      113    0.000    0.000    0.523    0.005 custom_ops.py:46(custom_op)
      921    0.000    0.000    0.000    0.000 typing.py:831(__init__)
      335    0.000    0.000    0.007    0.000 linecache.py:26(getline)
       12    0.000    0.000    0.001    0.000 enum.py:553(<listcomp>)
      115    0.000    0.000    0.000    0.000 _ops.py:854(__str__)
      157    0.000    0.000    0.005    0.000 typing.py:1188(copy_with)
      113    0.000    0.000    0.358    0.003 utils.py:35(get_source)
       69    0.000    0.000    0.001    0.000 enum.py:626(_find_new_)
      113    0.000    0.000    0.000    0.000 _ops.py:817(_namespace)
      990    0.000    0.000    0.000    0.000 dataclasses.py:653(_is_initvar)
      189    0.000    0.000    0.001    0.000 _ops.py:308(py_impl)
       79    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       28    0.000    0.000    0.024    0.001 inspect.py:1112(getsourcelines)
      968    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(find_spec)
      258    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
       97    0.000    0.000    0.001    0.000 functools.py:518(decorating_function)
      663    0.000    0.000    0.000    0.000 inspect.py:199(ismethod)
       26    0.000    0.000    0.029    0.001 _sources.py:120(parse_def)
        8    0.000    0.000    0.001    0.000 {method 'dump' of '_pickle.Pickler' objects}
      359    0.000    0.000    0.001    0.000 os.py:675(__getitem__)
      172    0.000    0.000    0.000    0.000 typing_extensions.py:3049(_check_generic)
      126    0.000    0.000    0.001    0.000 _pytree.py:1068(__post_init__)
      921    0.000    0.000    0.000    0.000 typing.py:855(__init__)
      289    0.000    0.000    0.107    0.000 dataclasses.py:1156(dataclass)
      203    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
      228    0.000    0.000    0.001    0.000 inspect.py:3014(replace)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      549    0.000    0.000    0.001    0.000 {built-in method builtins.all}
     1607    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      289    0.000    0.000    0.001    0.000 dataclasses.py:572(<listcomp>)
     1028    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      203    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       69    0.000    0.000    0.001    0.000 enum.py:165(__prepare__)
      113    0.000    0.000    0.012    0.000 utils.py:61(lookup_op)
      112    0.000    0.000    0.000    0.000 glob.py:128(_iterdir)
     1335    0.000    0.000    0.000    0.000 typing_extensions.py:3216(<listcomp>)
      113    0.000    0.000    0.028    0.000 custom_ops.py:902(get_library_allowing_overwrite)
     1987    0.000    0.000    0.000    0.000 inspect.py:2691(default)
     1459    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
  842/834    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      289    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
      671    0.000    0.000    0.000    0.000 inspect.py:355(istraceback)
      169    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       94    0.000    0.000    0.000    0.000 inspect.py:290(_has_code_flag)
      116    0.000    0.000    0.001    0.000 contextlib.py:252(contextmanager)
     1716    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
      335    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      150    0.000    0.000    0.001    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.007    0.007 fft.py:1(<module>)
      113    0.000    0.000    0.000    0.000 autograd.py:28(Metadata)
       63    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
      169    0.000    0.000    0.000    0.000 codecs.py:319(decode)
      289    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
      287    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
     1419    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
      465    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
     1025    0.000    0.000    0.000    0.000 dataclasses.py:395(<genexpr>)
        1    0.000    0.000    0.012    0.012 distributed_c10d.py:1(<module>)
     1025    0.000    0.000    0.000    0.000 dataclasses.py:1098(<genexpr>)
      306    0.000    0.000    0.000    0.000 utils.py:290(<genexpr>)
     1205    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      353    0.000    0.000    0.017    0.000 _meta_registrations.py:58(register)
       39    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
      821    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       35    0.000    0.000    0.001    0.000 _ops.py:280(__init__)
     1190    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      113    0.000    0.000    0.001    0.000 simple_registry.py:30(find)
      669    0.000    0.000    0.000    0.000 inspect.py:365(isframe)
      228    0.000    0.000    0.001    0.000 inspect.py:1997(_signature_is_functionlike)
       11    0.000    0.000    0.003    0.000 __init__.py:816(__init__)
        1    0.000    0.000    0.014    0.014 library.py:1(<module>)
       24    0.000    0.000    0.001    0.000 _ops.py:172(py_functionalize_impl)
      113    0.000    0.000    0.000    0.000 simple_registry.py:47(__init__)
      124    0.000    0.000    0.002    0.000 _compatibility.py:29(mark_not_back_compat)
      816    0.000    0.000    0.000    0.000 _pytree.py:1408(<listcomp>)
      164    0.000    0.000    0.002    0.000 __init__.py:2071(getLogger)
     1080    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
      749    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
       47    0.000    0.000    0.414    0.009 __init__.py:486(_make_elementwise_unary_prim)
      547    0.000    0.000    0.001    0.000 _tensor_docs.py:9(add_docstr_all)
        1    0.000    0.000    0.001    0.001 return_types.py:1(<module>)
      992    0.000    0.000    0.000    0.000 dataclasses.py:659(_is_kw_only)
       84    0.000    0.000    0.000    0.000 enum.py:986(__and__)
     1788    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
      209    0.000    0.000    0.003    0.000 re.py:202(sub)
      289    0.000    0.000    0.000    0.000 dataclasses.py:1040(<listcomp>)
      289    0.000    0.000    0.000    0.000 dataclasses.py:345(__init__)
       96    0.000    0.000    0.004    0.000 _compatibility.py:15(mark_back_compat)
     1470    0.000    0.000    0.000    0.000 _builtins.py:154(_is_special_functional_bound_op)
        1    0.000    0.000    0.040    0.040 fake_tensor.py:1(<module>)
       87    0.000    0.000    0.002    0.000 __init__.py:2049(get_aten_op)
      247    0.000    0.000    0.000    0.000 utils.py:90(<genexpr>)
      911    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
      126    0.000    0.000    0.002    0.000 utils.py:77(is_functional_schema)
      112    0.000    0.000    0.000    0.000 __init__.py:316(<listcomp>)
       44    0.000    0.000    0.000    0.000 ntpath.py:206(split)
        1    0.000    0.000    0.013    0.013 _script.py:1(<module>)
     1217    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      328    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
       28    0.000    0.000    0.004    0.000 typing.py:2267(__new__)
       37    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
      136    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        2    0.000    0.000    0.017    0.008 quantization_mappings.py:1(<module>)
   102/79    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       97    0.000    0.000    0.000    0.000 _pytree.py:587(_private_register_pytree_node)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        3    0.000    0.000    0.000    0.000 win32.py:170(GetConsoleMode)
      363    0.000    0.000    0.000    0.000 os.py:747(encodekey)
      378    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
      311    0.000    0.000    0.000    0.000 function_base.py:455(_needs_add_docstring)
        8    0.000    0.000    0.009    0.001 _utils.py:1(<module>)
      599    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
      111    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      957    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
      275    0.000    0.000    0.000    0.000 sre_compile.py:447(_simple)
      178    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
        2    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        4    0.000    0.000    0.002    0.000 random.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sym_node.py:1(<module>)
       17    0.000    0.000    0.002    0.000 tokenize.py:390(open)
      111    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.013    0.013 numeric.py:1(<module>)
      311    0.000    0.000    0.001    0.000 function_base.py:473(_add_docstring)
       97    0.000    0.000    0.005    0.000 dataclasses.py:637(_hash_fn)
      339    0.000    0.000    0.000    0.000 fake_impl.py:24(kernel)
       43    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
       80    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
      911    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        2    0.000    0.000    0.027    0.014 _internal.py:1(<module>)
       30    0.000    0.000    0.001    0.000 typing_extensions.py:1788(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
       85    0.000    0.000    0.000    0.000 return_types.py:15(pytree_register_structseq)
      530    0.000    0.000    0.000    0.000 inspect.py:379(iscode)
        3    0.000    0.000    0.024    0.008 graph.py:1(<module>)
      686    0.000    0.000    0.000    0.000 utils.py:375(<genexpr>)
       84    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
       85    0.000    0.000    0.000    0.000 sym_node.py:1650(_make_user_magic)
        1    0.000    0.000    0.029    0.029 model.py:1(<module>)
       84    0.000    0.000    0.010    0.000 sre_compile.py:622(_code)
      116    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
       69    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        6    0.000    0.000    0.007    0.001 conv.py:1(<module>)
      318    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       97    0.000    0.000    0.005    0.000 dataclasses.py:842(_hash_add)
       87    0.000    0.000    0.002    0.000 typing.py:664(__init__)
      113    0.000    0.000    0.000    0.000 _ops.py:821(_opname)
      460    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        2    0.000    0.000    0.001    0.000 qconfig.py:1(<module>)
        4    0.000    0.000    0.014    0.004 profiler.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _sources.py:38(normalize_source_lines)
       62    0.000    0.000    0.010    0.000 linecache.py:80(updatecache)
        1    0.000    0.000    0.004    0.004 typing_extensions.py:1(<module>)
      226    0.000    0.000    0.029    0.000 re.py:249(compile)
        4    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
        1    0.000    0.000    0.004    0.004 proxy_tensor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pickletools.py:1(<module>)
      533    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      288    0.000    0.000    0.000    0.000 dataclasses.py:1049(<listcomp>)
      165    0.000    0.000    0.001    0.000 typing.py:722(__init__)
        3    0.000    0.000    0.000    0.000 traceback.py:405(format)
      335    0.000    0.000    0.000    0.000 traceback.py:259(__init__)
        2    0.000    0.000    0.025    0.013 _ops.py:1(<module>)
        6    0.000    0.000    0.023    0.004 rnn.py:1(<module>)
       60    0.000    0.000    0.001    0.000 typing.py:2249(<dictcomp>)
      446    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      116    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
      226    0.000    0.000    0.000    0.000 custom_ops.py:216(_qualname)
      140    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       59    0.000    0.000    0.000    0.000 ntpath.py:103(join)
      192    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       35    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_keyset_full}
      126    0.000    0.000    0.001    0.000 _pytree.py:1282(<listcomp>)
